idno,complex_id,protein_id
5922,"RAF1-RAS complex, EGF induced",P01112
5922,"RAF1-RAS complex, EGF induced",P04049
5923,"RAF1-BRAF complex, RAS stimulated",P04049
5923,"RAF1-BRAF complex, RAS stimulated",P15056
5924,"RAF1-CNK1 complex, RAS stimulated",P04049
5924,"RAF1-CNK1 complex, RAS stimulated",Q969H4
5925,"BRAF-CNK1 complex, not RAS stimulated",P15056
5925,"BRAF-CNK1 complex, not RAS stimulated",Q969H4
5926,CNK1 homodimer complex,Q969H4
5928,CNK1-SRC-RAF1 complex,P04049
5928,CNK1-SRC-RAF1 complex,P12931
5928,CNK1-SRC-RAF1 complex,Q969H4
5975,"Gamma-secretase complex (APH1A, NCSTN, PSENEN, PSEN1, TMP21)",P49755
5975,"Gamma-secretase complex (APH1A, NCSTN, PSENEN, PSEN1, TMP21)",P49768
5975,"Gamma-secretase complex (APH1A, NCSTN, PSENEN, PSEN1, TMP21)",Q92542
5975,"Gamma-secretase complex (APH1A, NCSTN, PSENEN, PSEN1, TMP21)",Q96BI3
5975,"Gamma-secretase complex (APH1A, NCSTN, PSENEN, PSEN1, TMP21)",Q9NZ42
5980,LRRK2-CHIP-HSP90 complex,P08238
5980,LRRK2-CHIP-HSP90 complex,Q5S007
5980,LRRK2-CHIP-HSP90 complex,Q9UNE7
5991,LRRK2-FADD-CASP8 complex,Q13158
5991,LRRK2-FADD-CASP8 complex,Q14790
5991,LRRK2-FADD-CASP8 complex,Q5S007
6023,Calcineurin,P63098
6023,Calcineurin,Q08209
6025,Ubiquitin-conjugating enzyme E2 (UBC13-UEV1A),P61088
6025,Ubiquitin-conjugating enzyme E2 (UBC13-UEV1A),Q13404
6037,STUB1-HSPA8-MAPT-UBE2D2 complex,P10636
6037,STUB1-HSPA8-MAPT-UBE2D2 complex,P11142
6037,STUB1-HSPA8-MAPT-UBE2D2 complex,P62837
6037,STUB1-HSPA8-MAPT-UBE2D2 complex,Q9UNE7
6038,Dynein complex,O14576
6038,Dynein complex,P63167
6038,Dynein complex,Q14204
6038,Dynein complex,Q9Y6G9
6039,Dynein-dynactin complex,O14576
6039,Dynein-dynactin complex,P63167
6039,Dynein-dynactin complex,Q14203
6039,Dynein-dynactin complex,Q14204
6039,Dynein-dynactin complex,Q9Y6G9
6041,DISC1-FEZ1 complex,Q99689
6041,DISC1-FEZ1 complex,Q9NRI5
6043,DISC-FEZ1-F-actin complex,P63261
6043,DISC-FEZ1-F-actin complex,Q99689
6043,DISC-FEZ1-F-actin complex,Q9NRI5
6046,PDE4B-DISC1 complex,Q07343
6046,PDE4B-DISC1 complex,Q9NRI5
6052,BAG3-HSC70-HSPB8-CHIP complex,O95817
6052,BAG3-HSC70-HSPB8-CHIP complex,P11142
6052,BAG3-HSC70-HSPB8-CHIP complex,Q9UJY1
6052,BAG3-HSC70-HSPB8-CHIP complex,Q9UNE7
6053,LKB1-STRAD-MO25 complex,Q15831
6053,LKB1-STRAD-MO25 complex,Q7RTN6
6053,LKB1-STRAD-MO25 complex,Q9Y376
6056,APP-TNFRSF21 complex,O75509
6056,APP-TNFRSF21 complex,P05067
6061,DISC1-ZNF365 complex,Q70YC5
6061,DISC1-ZNF365 complex,Q9NRI5
6066,Xanthine oxidase,P47989
6067,ESR1-SP1 complex,P03372
6067,ESR1-SP1 complex,P08047
6068,ESR1-CEBPB complex,P03372
6068,ESR1-CEBPB complex,P17676
6069,ESR1-GRIP1 complex,P03372
6069,ESR1-GRIP1 complex,Q9Y3R0
6072,TRA2B1-SRSF9-SRSF6 complex,P62995
6072,TRA2B1-SRSF9-SRSF6 complex,Q13242
6072,TRA2B1-SRSF9-SRSF6 complex,Q13247
6073,SRSF9-SRSF6 complex,Q13242
6073,SRSF9-SRSF6 complex,Q13247
6075,CST complex,Q2NKJ3
6075,CST complex,Q86WV5
6075,CST complex,Q9H668
6076,c-Abl-cortactin-nmMLCK complex,P00519
6076,c-Abl-cortactin-nmMLCK complex,Q14247
6076,c-Abl-cortactin-nmMLCK complex,Q15746
6078,ACR-HSPA2-PDIA6 complex,P12821
6078,ACR-HSPA2-PDIA6 complex,P54652
6078,ACR-HSPA2-PDIA6 complex,Q15084
6079,BAG6-HSPA2 complex,P46379
6079,BAG6-HSPA2 complex,P54652
6080,ACAP1-CLTC-SLC2A4 complex,P14672
6080,ACAP1-CLTC-SLC2A4 complex,Q00610
6080,ACAP1-CLTC-SLC2A4 complex,Q15027
6083,CART complex,O14964
6083,CART complex,O43707
6083,CART complex,O75382
6083,CART complex,Q9ULV0
6084,AFF4 super elongation complex (SEC),O00472
6084,AFF4 super elongation complex (SEC),O60563
6084,AFF4 super elongation complex (SEC),O60583
6084,AFF4 super elongation complex (SEC),P42568
6084,AFF4 super elongation complex (SEC),P50750
6084,AFF4 super elongation complex (SEC),P51825
6084,AFF4 super elongation complex (SEC),P55199
6084,AFF4 super elongation complex (SEC),Q03111
6084,AFF4 super elongation complex (SEC),Q96JC9
6084,AFF4 super elongation complex (SEC),Q9HB65
6084,AFF4 super elongation complex (SEC),Q9UHB7
6085,MCPIP1-MCPIP4 complex,A2A288
6085,MCPIP1-MCPIP4 complex,Q5D1E8
6087,ERbeta-AR complex,P10275
6087,ERbeta-AR complex,Q92731
6088,Seipin-AGPAT2 complex,O15120
6088,Seipin-AGPAT2 complex,Q96G97
6089,Seipin-AGPAT2-lipin1 complex,O15120
6089,Seipin-AGPAT2-lipin1 complex,Q14693
6089,Seipin-AGPAT2-lipin1 complex,Q96G97
6090,Seipin-lipin1 complex,Q14693
6090,Seipin-lipin1 complex,Q96G97
6091,NF-YA-LaminA complex,P02545
6091,NF-YA-LaminA complex,P23511
6092,c-Jun-ATF3 complex,P05412
6092,c-Jun-ATF3 complex,P18847
6095,PLEKHA7-PDZD11 complex,Q5EBL8
6095,PLEKHA7-PDZD11 complex,Q6IQ23
6096,alphaB-crystallin-Nav1.5 complex,P02511
6096,alphaB-crystallin-Nav1.5 complex,Q14524
6097,MEF2-NR2F2 complex,P24468
6097,MEF2-NR2F2 complex,Q02078
6103,proMBP-angiotensinogen complex,P01019
6103,proMBP-angiotensinogen complex,P13727
6104,PAPP-A-proMBP complex,P13727
6104,PAPP-A-proMBP complex,Q13219
6107,proMBP-angiotensinogen-c3dg complex,P01019
6107,proMBP-angiotensinogen-c3dg complex,P01024
6107,proMBP-angiotensinogen-c3dg complex,P13727
6108,STIM1-TRPV4 complex,Q13586
6108,STIM1-TRPV4 complex,Q9HBA0
6109,FHF complex,Q86VS8
6109,FHF complex,Q8N612
6109,FHF complex,Q96ED9
6109,FHF complex,Q9H8T0
6109,FHF complex,Q9UJC3
6111,protein phosphatase 2A C-subunit-synapsin complex,P17600
6111,protein phosphatase 2A C-subunit-synapsin complex,P67775
6112,DGAT2-MGAT2 complex,Q10469
6112,DGAT2-MGAT2 complex,Q96PD7
6114,BAG1-HSC70 complex,P11142
6114,BAG1-HSC70 complex,Q99933
6115,BAG1-HSP70 complex,P0DMV8
6115,BAG1-HSP70 complex,Q99933
6116,Hook1-Vps16 complex,Q9H269
6116,Hook1-Vps16 complex,Q9UJC3
6117,Hook1-Vps18 complex,Q9P253
6117,Hook1-Vps18 complex,Q9UJC3
6118,Hook1-Vps39 complex,Q96JC1
6118,Hook1-Vps39 complex,Q9UJC3
6119,Hook1-Vps41 complex,P49754
6119,Hook1-Vps41 complex,Q9UJC3
6120,Hook2-Vps16 complex,Q96ED9
6120,Hook2-Vps16 complex,Q9H269
6121,Hook2-Vps41 complex,P49754
6121,Hook2-Vps41 complex,Q96ED9
6122,Hook3-Vps16 complex,Q86VS8
6122,Hook3-Vps16 complex,Q9H269
6123,Hook3-Vps41 complex,P49754
6123,Hook3-Vps41 complex,Q86VS8
6124,FTS-Vps16 complex,Q9H269
6124,FTS-Vps16 complex,Q9H8T0
6125,FTS-Vps18 complex,Q9H8T0
6125,FTS-Vps18 complex,Q9P253
6126,FTS-Vps41 complex,P49754
6126,FTS-Vps41 complex,Q9H8T0
6127,DAXX-MDM2-USP7 complex,Q00987
6127,DAXX-MDM2-USP7 complex,Q93009
6127,DAXX-MDM2-USP7 complex,Q9UER7
6129,CBP80/20- dependent translation complex,O43310
6129,CBP80/20- dependent translation complex,P38919
6129,CBP80/20- dependent translation complex,P52298
6129,CBP80/20- dependent translation complex,P55884
6129,CBP80/20- dependent translation complex,Q09161
6129,CBP80/20- dependent translation complex,Q9BZI7
6131,SELK multiprotein complex,P04843
6131,SELK multiprotein complex,P04844
6131,SELK multiprotein complex,P27824
6131,SELK multiprotein complex,P39656
6131,SELK multiprotein complex,P46977
6131,SELK multiprotein complex,P55072
6131,SELK multiprotein complex,Q9BQE4
6131,SELK multiprotein complex,Q9BUN8
6131,SELK multiprotein complex,Q9GZP9
6131,SELK multiprotein complex,Q9Y6D0
6132,"MICOS subcomplex (CHCHD3, IMMT, MICOS10), mitochondrial",Q16891
6132,"MICOS subcomplex (CHCHD3, IMMT, MICOS10), mitochondrial",Q5TGZ0
6132,"MICOS subcomplex (CHCHD3, IMMT, MICOS10), mitochondrial",Q9NX63
6133,RFX5-RFXANK-RFXAP complex,O00287
6133,RFX5-RFXANK-RFXAP complex,O14593
6133,RFX5-RFXANK-RFXAP complex,P48382
6134,Rs1 homooctamer complex,O15537
6135,Ferritin complex,P02792
6135,Ferritin complex,P02794
6136,USP7-MAGEL2-TRIM27 complex,P14373
6136,USP7-MAGEL2-TRIM27 complex,Q93009
6136,USP7-MAGEL2-TRIM27 complex,Q9UJ55
6137,GM-CSF receptor complex,P04141
6137,GM-CSF receptor complex,P15509
6137,GM-CSF receptor complex,P32927
6140,Cdt1-Geminin complex,O75496
6140,Cdt1-Geminin complex,Q9H211
6141,CSE1L-KPNA2-RAN complex,P52292
6141,CSE1L-KPNA2-RAN complex,P55060
6141,CSE1L-KPNA2-RAN complex,P62826
6142,KPNA2-KPNB1 complex,P52292
6142,KPNA2-KPNB1 complex,Q14974
6143,KPNB1-RAN complex,P62826
6143,KPNB1-RAN complex,Q14974
6144,CENP-T-W complex,Q5EE01
6144,CENP-T-W complex,Q96BT3
6145,CENP-S-X complex,A8MT69
6145,CENP-S-X complex,Q8N2Z9
6146,CENP-T-W-S-X heterotetramer complex,A8MT69
6146,CENP-T-W-S-X heterotetramer complex,Q5EE01
6146,CENP-T-W-S-X heterotetramer complex,Q8N2Z9
6146,CENP-T-W-S-X heterotetramer complex,Q96BT3
6147,BAFL-BAF-LAP2beta complex,O75531
6147,BAFL-BAF-LAP2beta complex,P42167
6147,BAFL-BAF-LAP2beta complex,Q9H503
6148,BAFL-BAF complex,O75531
6148,BAFL-BAF complex,Q9H503
6149,"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",P62805
6149,"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",P68431
6149,"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",Q8IWY9
6149,"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",Q8TEX9
6149,"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic",Q9Y294
6153,PRKAA2-PRKAB2-PRKAG3 complex,O43741
6153,PRKAA2-PRKAB2-PRKAG3 complex,P54646
6153,PRKAA2-PRKAB2-PRKAG3 complex,Q9UGI9
6154,PRKAA1-PRKAB2-PRKAG1 complex,O43741
6154,PRKAA1-PRKAB2-PRKAG1 complex,P54619
6154,PRKAA1-PRKAB2-PRKAG1 complex,Q13131
6155,PRKAA2-PRKAB2-PRKAG1 complex,O43741
6155,PRKAA2-PRKAB2-PRKAG1 complex,P54619
6155,PRKAA2-PRKAB2-PRKAG1 complex,P54646
6158,TRIAL-DR5 complex,O14763
6158,TRIAL-DR5 complex,P50591
6159,LPP-PPP2CA-PPP2R3A complex,P67775
6159,LPP-PPP2CA-PPP2R3A complex,Q06190
6159,LPP-PPP2CA-PPP2R3A complex,Q93052
6160,hTREX84 complex,Q13769
6160,hTREX84 complex,Q6I9Y2
6160,hTREX84 complex,Q86W42-2
6160,hTREX84 complex,Q8NI27
6160,hTREX84 complex,Q96FV9
6160,hTREX84 complex,Q96J01
6163,BBSome,A8MTZ0
6163,BBSome,Q3SYG4
6163,BBSome,Q8IWZ6
6163,BBSome,Q8N3I7
6163,BBSome,Q8NFJ9
6163,BBSome,Q8TAM2
6163,BBSome,Q96RK4
6163,BBSome,Q9BXC9
6164,ACK1 signaling complex,P46108
6164,ACK1 signaling complex,P56945
6164,ACK1 signaling complex,P60953
6164,ACK1 signaling complex,Q07912
6165,BBSome core complex,Q3SYG4
6165,BBSome core complex,Q8IWZ6
6165,BBSome core complex,Q8NFJ9
6165,BBSome core complex,Q9BXC9
6166,BBSome linker complex,A8MTZ0
6166,BBSome linker complex,Q8TAM2
6166,BBSome linker complex,Q96RK4
6167,Exocyst complex,O00471
6167,Exocyst complex,O60645
6167,Exocyst complex,Q8IYI6
6167,Exocyst complex,Q8TAG9
6167,Exocyst complex,Q96A65
6167,Exocyst complex,Q96KP1
6167,Exocyst complex,Q9NV70
6167,Exocyst complex,Q9UPT5
6168,Exocyst EXOC5-EXOC6 subcomplex,O00471
6168,Exocyst EXOC5-EXOC6 subcomplex,Q8TAG9
6169,Exocyst EXOC5-EXOC6-EXOC7 subcomplex,O00471
6169,Exocyst EXOC5-EXOC6-EXOC7 subcomplex,Q8TAG9
6169,Exocyst EXOC5-EXOC6-EXOC7 subcomplex,Q9UPT5
6170,Angiogenin-PRI complex,P03950
6170,Angiogenin-PRI complex,P13489
6173,Intraflagellar transport complex B core complex,A0AVF1
6173,Intraflagellar transport complex B core complex,Q13099
6173,Intraflagellar transport complex B core complex,Q8N4P2
6173,Intraflagellar transport complex B core complex,Q8WYA0
6173,Intraflagellar transport complex B core complex,Q96LB3
6173,Intraflagellar transport complex B core complex,Q9BW83
6173,Intraflagellar transport complex B core complex,Q9H7X7
6173,Intraflagellar transport complex B core complex,Q9NQC8
6173,Intraflagellar transport complex B core complex,Q9Y366
6173,Intraflagellar transport complex B core complex,Q9Y547
6175,Caspase-10-SUMO-FADD/Drp1 complex,O00429
6175,Caspase-10-SUMO-FADD/Drp1 complex,Q13158
6175,Caspase-10-SUMO-FADD/Drp1 complex,Q92851
6176,CDCP1-Src-EGFR complex,P00533
6176,CDCP1-Src-EGFR complex,P12931
6176,CDCP1-Src-EGFR complex,Q9H5V8
6178,LUBAC complex,Q96EP0
6178,LUBAC complex,Q9BYM8
6178,LUBAC complex,Q9H0F6
6180,PPP2R1A-PPP2R3B complex,P30153
6180,PPP2R1A-PPP2R3B complex,Q9Y5P8
6182,PP2A A/C-striatin complex,O43815
6182,PP2A A/C-striatin complex,P30153
6182,PP2A A/C-striatin complex,P67775
6183,PP2A A/C-SG2NA complex,P30153
6183,PP2A A/C-SG2NA complex,P67775
6183,PP2A A/C-SG2NA complex,Q13033
6184,AuroraB-AuroraC-INCENP complex,O14965
6184,AuroraB-AuroraC-INCENP complex,Q96GD4
6184,AuroraB-AuroraC-INCENP complex,Q9NQS7
6185,GNAI1-GPSM2-SAPCD2 complex,P63096
6185,GNAI1-GPSM2-SAPCD2 complex,P81274
6185,GNAI1-GPSM2-SAPCD2 complex,Q86UD0
6186,ArPIKfyve-Sac3-Sph1 complex,Q92562
6186,ArPIKfyve-Sac3-Sph1 complex,Q9Y2I7
6186,ArPIKfyve-Sac3-Sph1 complex,Q9Y6H5
6187,STIP-USP7-Mdm2 complex,Q00987
6187,STIP-USP7-Mdm2 complex,Q93009
6187,STIP-USP7-Mdm2 complex,Q9UBB9
6188,STIP-USP7-p53 complex,P04637
6188,STIP-USP7-p53 complex,Q93009
6188,STIP-USP7-p53 complex,Q9UBB9
6189,ArgRS-GlnRS-AIMP1 complex,P47897
6189,ArgRS-GlnRS-AIMP1 complex,P54136
6189,ArgRS-GlnRS-AIMP1 complex,Q12904
6190,p38gamma-Hsp90-K-Ras complex,P01116
6190,p38gamma-Hsp90-K-Ras complex,P08238
6190,p38gamma-Hsp90-K-Ras complex,P53778
6191,IGF2-IGFBP2 complex,P01344
6191,IGF2-IGFBP2 complex,P18065
6192,CHDH-SQSTM1-MAP1LC3 complex,Q13501
6192,CHDH-SQSTM1-MAP1LC3 complex,Q8NE62
6192,CHDH-SQSTM1-MAP1LC3 complex,Q9H492
6193,ADAM12-alphaVbeta3-integrin-MMP-14 complex,O43184
6193,ADAM12-alphaVbeta3-integrin-MMP-14 complex,P05106
6193,ADAM12-alphaVbeta3-integrin-MMP-14 complex,P06756
6193,ADAM12-alphaVbeta3-integrin-MMP-14 complex,P50281
6194,B-WICH complex,O00159
6194,B-WICH complex,O60264
6194,B-WICH complex,O75533
6194,B-WICH complex,P35659
6194,B-WICH complex,Q03468
6194,B-WICH complex,Q9BQG0
6194,B-WICH complex,Q9NR30
6194,B-WICH complex,Q9UIG0
6195,Stargazin-AP-2-AP-3a complex,O14617
6195,Stargazin-AP-2-AP-3a complex,O95782
6195,Stargazin-AP-2-AP-3a complex,Q9Y698
6196,Stargazin-Glu1-mu2 complex,P42261
6196,Stargazin-Glu1-mu2 complex,Q96CW1
6196,Stargazin-Glu1-mu2 complex,Q9Y698
6197,Stargazin-Glu1-mu3 complex,P42261
6197,Stargazin-Glu1-mu3 complex,P53677
6197,Stargazin-Glu1-mu3 complex,Q9Y698
6198,Stargazin-Glu2A-mu2 complex,P42262
6198,Stargazin-Glu2A-mu2 complex,Q96CW1
6198,Stargazin-Glu2A-mu2 complex,Q9Y698
6199,Stargazin-Glu2A-mu3 complex,P42262
6199,Stargazin-Glu2A-mu3 complex,P53677
6199,Stargazin-Glu2A-mu3 complex,Q9Y698
6203,TFAP2C-Myc-KDM5B complex,P01106
6203,TFAP2C-Myc-KDM5B complex,Q92754
6203,TFAP2C-Myc-KDM5B complex,Q9UGL1
6206,ICAT-AR-beta-catenin complex,P10275
6206,ICAT-AR-beta-catenin complex,P35222
6206,ICAT-AR-beta-catenin complex,Q9NSA3
6208,PNP homotrimer complex,P00491
6209,MT1-G(i)-RGS20 complex,O76081
6209,MT1-G(i)-RGS20 complex,P48039
6209,MT1-G(i)-RGS20 complex,P63096
6210,MT1-MT2 complex,P48039
6210,MT1-MT2 complex,P49286
6211,RSG20-MT1-MT2 complex,O76081
6211,RSG20-MT1-MT2 complex,P48039
6211,RSG20-MT1-MT2 complex,P49286
6212,GM130-GRASP65 complex,Q08379
6212,GM130-GRASP65 complex,Q9BQQ3
6213,DOCK8-WIP-WASp complex,O43516
6213,DOCK8-WIP-WASp complex,P42768
6213,DOCK8-WIP-WASp complex,Q8NF50
6215,GATOR1 complex,O75140
6215,GATOR1 complex,Q12980
6215,GATOR1 complex,Q8WTW4
6216,GATOR2 complex,P55735
6216,GATOR2 complex,Q6PJI9
6216,GATOR2 complex,Q96EE3
6216,GATOR2 complex,Q96S15
6216,GATOR2 complex,Q9NXC5
6217,GATOR complex,O75140
6217,GATOR complex,P55735
6217,GATOR complex,Q12980
6217,GATOR complex,Q6PJI9
6217,GATOR complex,Q8WTW4
6217,GATOR complex,Q96EE3
6217,GATOR complex,Q96S15
6217,GATOR complex,Q9NXC5
6218,POL2R-SYMPK-SSU72 complex,P24928
6218,POL2R-SYMPK-SSU72 complex,Q92797
6218,POL2R-SYMPK-SSU72 complex,Q9NP77
6219,DGKZ-RASGRP1-HRAS complex,O95267
6219,DGKZ-RASGRP1-HRAS complex,P01112
6219,DGKZ-RASGRP1-HRAS complex,Q13574
6220,HDAC10-PAX3-KAP1 complex,P23760
6220,HDAC10-PAX3-KAP1 complex,Q13263
6220,HDAC10-PAX3-KAP1 complex,Q969S8
6223,CCM2-ICAP1-KRIT1 complex,O00522
6223,CCM2-ICAP1-KRIT1 complex,O14713
6223,CCM2-ICAP1-KRIT1 complex,Q9BSQ5
6224,CCM2-KRIT1-MEKK3 complex,O00522
6224,CCM2-KRIT1-MEKK3 complex,Q99759
6224,CCM2-KRIT1-MEKK3 complex,Q9BSQ5
6226,Rab11a-FIP3-DLIC-1 complex,P62491
6226,Rab11a-FIP3-DLIC-1 complex,Q9Y6G9
6226,Rab11a-FIP3-DLIC-1 complex,Q9Y6K9
6229,ATG13-RB1CC1-ULK1 complex,O75143
6229,ATG13-RB1CC1-ULK1 complex,O75385
6229,ATG13-RB1CC1-ULK1 complex,Q8TDY2
6230,ATG13-RB1CC1-ULK2 complex,O75143
6230,ATG13-RB1CC1-ULK2 complex,Q8IYT8
6230,ATG13-RB1CC1-ULK2 complex,Q8TDY2
6232,ATG101-ATG13-RB1CC1-ULK1 complex,O75143
6232,ATG101-ATG13-RB1CC1-ULK1 complex,O75385
6232,ATG101-ATG13-RB1CC1-ULK1 complex,Q8TDY2
6232,ATG101-ATG13-RB1CC1-ULK1 complex,Q9BSB4
6233,"Ubiquitin E3 ligase (CUL3, KLHL3, WNK1)",Q13618
6233,"Ubiquitin E3 ligase (CUL3, KLHL3, WNK1)",Q9H4A3
6233,"Ubiquitin E3 ligase (CUL3, KLHL3, WNK1)",Q9UH77
6235,c-Fos-c-Jun-SAF-1 complex,P01100
6235,c-Fos-c-Jun-SAF-1 complex,P05412
6235,c-Fos-c-Jun-SAF-1 complex,P56270
6236,"Dynein-2 complex, cytoplasmic",P51808
6236,"Dynein-2 complex, cytoplasmic",P63167
6236,"Dynein-2 complex, cytoplasmic",P63172
6236,"Dynein-2 complex, cytoplasmic",Q8IVD9
6236,"Dynein-2 complex, cytoplasmic",Q8NCM8
6236,"Dynein-2 complex, cytoplasmic",Q8TCX1
6236,"Dynein-2 complex, cytoplasmic",Q8TF09
6236,"Dynein-2 complex, cytoplasmic",Q8WVS4
6236,"Dynein-2 complex, cytoplasmic",Q8WW35
6236,"Dynein-2 complex, cytoplasmic",Q96EX3
6236,"Dynein-2 complex, cytoplasmic",Q96FJ2
6236,"Dynein-2 complex, cytoplasmic",Q9NP97
6237,AJUBA-GFI1-HDAC1 complex,Q13547
6237,AJUBA-GFI1-HDAC1 complex,Q96IF1
6237,AJUBA-GFI1-HDAC1 complex,Q99684
6238,DHDDS-NUS1 complex,Q86SQ9
6238,DHDDS-NUS1 complex,Q96E22
6242,14-3-3q-SGK1-tau complex,O00141
6242,14-3-3q-SGK1-tau complex,P10636
6242,14-3-3q-SGK1-tau complex,P27348
6243,AJUBA-GFI1-HDAC2 complex,Q92769
6243,AJUBA-GFI1-HDAC2 complex,Q96IF1
6243,AJUBA-GFI1-HDAC2 complex,Q99684
6244,AJUBA-GFI1-HDAC3 complex,O15379
6244,AJUBA-GFI1-HDAC3 complex,Q96IF1
6244,AJUBA-GFI1-HDAC3 complex,Q99684
6245,Telomerase holoenzyme,O14746
6245,Telomerase holoenzyme,O60832
6245,Telomerase holoenzyme,Q86US8
6245,Telomerase holoenzyme,Q9BUR4
6245,Telomerase holoenzyme,Q9NPE3
6245,Telomerase holoenzyme,Q9NX24
6245,Telomerase holoenzyme,Q9NY12
6246,BBS4 centriolar satellite complex,Q15154
6246,BBS4 centriolar satellite complex,Q96RK4
6246,BBS4 centriolar satellite complex,Q9UPN4
6247,BBS-chaperonin complex,P17987
6247,BBS-chaperonin complex,P48643
6247,BBS-chaperonin complex,P49368
6247,BBS-chaperonin complex,P50990
6247,BBS-chaperonin complex,P50991
6247,BBS-chaperonin complex,P78371
6247,BBS-chaperonin complex,Q6ZW61
6247,BBS-chaperonin complex,Q8IWZ6
6247,BBS-chaperonin complex,Q8TAM1
6247,BBS-chaperonin complex,Q9NPJ1
6248,CSF3R-FBXW7-GSK3B complex,P49841
6248,CSF3R-FBXW7-GSK3B complex,Q969H0
6248,CSF3R-FBXW7-GSK3B complex,Q99062
6249,"MIB complex, mitochondrial",O75431
6249,"MIB complex, mitochondrial",Q13505
6249,"MIB complex, mitochondrial",Q16891
6249,"MIB complex, mitochondrial",Q5HYI7
6249,"MIB complex, mitochondrial",Q5TGZ0
6249,"MIB complex, mitochondrial",Q5XKP0
6249,"MIB complex, mitochondrial",Q6UXV4
6249,"MIB complex, mitochondrial",Q9BRQ6
6249,"MIB complex, mitochondrial",Q9BUR5
6249,"MIB complex, mitochondrial",Q9NVH1
6249,"MIB complex, mitochondrial",Q9NX63
6249,"MIB complex, mitochondrial",Q9Y512
6250,LPA(2)-NHERF2-PLC-beta3 complex,Q01970
6250,LPA(2)-NHERF2-PLC-beta3 complex,Q15599
6250,LPA(2)-NHERF2-PLC-beta3 complex,Q9HBW0
6251,Shc-ERalpha-IGF-1R complex,P03372
6251,Shc-ERalpha-IGF-1R complex,P08069
6251,Shc-ERalpha-IGF-1R complex,P29353
6253,MYO5B-RAB11A-RAB11FIP2 complex,P62491
6253,MYO5B-RAB11A-RAB11FIP2 complex,Q7L804
6253,MYO5B-RAB11A-RAB11FIP2 complex,Q9ULV0
6254,GPC-4.1R-p55 complex,P04921
6254,GPC-4.1R-p55 complex,P11171
6254,GPC-4.1R-p55 complex,Q00013
6255,"MICOS complex, mitochondrial",Q16891
6255,"MICOS complex, mitochondrial",Q5TGZ0
6255,"MICOS complex, mitochondrial",Q5XKP0
6255,"MICOS complex, mitochondrial",Q6UXV4
6255,"MICOS complex, mitochondrial",Q9BRQ6
6255,"MICOS complex, mitochondrial",Q9BUR5
6255,"MICOS complex, mitochondrial",Q9NX63
6257,ANKS6-NEK8-INVS-NPHP3 complex,Q68DC2
6257,ANKS6-NEK8-INVS-NPHP3 complex,Q7Z494
6257,ANKS6-NEK8-INVS-NPHP3 complex,Q86SG6
6257,ANKS6-NEK8-INVS-NPHP3 complex,Q9Y283
6259,USH2 complex,O75445
6259,USH2 complex,Q8WXG9
6259,USH2 complex,Q9H5P4
6259,USH2 complex,Q9P202
6260,MPP7-DLG1-LIN7A complex,O14910
6260,MPP7-DLG1-LIN7A complex,Q12959
6260,MPP7-DLG1-LIN7A complex,Q5T2T1
6261,Histone-2-Histone-4-ASF1A-MCM2 complex,P49736
6261,Histone-2-Histone-4-ASF1A-MCM2 complex,P62805
6261,Histone-2-Histone-4-ASF1A-MCM2 complex,P68431
6261,Histone-2-Histone-4-ASF1A-MCM2 complex,Q9Y294
6263,MPP7-DLG1-LIN7C complex,Q12959
6263,MPP7-DLG1-LIN7C complex,Q5T2T1
6263,MPP7-DLG1-LIN7C complex,Q9NUP9
6264,DLG5-SORBS3-CTNNB1 complex,O60504
6264,DLG5-SORBS3-CTNNB1 complex,P35222
6264,DLG5-SORBS3-CTNNB1 complex,Q8TDM6
6266,"Ubiquitin E3 ligase (CUL3, KLHL3, WNK4)",Q13618
6266,"Ubiquitin E3 ligase (CUL3, KLHL3, WNK4)",Q96J92
6266,"Ubiquitin E3 ligase (CUL3, KLHL3, WNK4)",Q9UH77
6267,"Ubiquitin E3 ligase (CUL3, KLHL3)",Q13618
6267,"Ubiquitin E3 ligase (CUL3, KLHL3)",Q9UH77
6268,"Cullin-RING E3 ubiquitin ligase complex (ASB9, CUL5, TCEB1, TCEB2)",Q15369
6268,"Cullin-RING E3 ubiquitin ligase complex (ASB9, CUL5, TCEB1, TCEB2)",Q15370
6268,"Cullin-RING E3 ubiquitin ligase complex (ASB9, CUL5, TCEB1, TCEB2)",Q93034
6268,"Cullin-RING E3 ubiquitin ligase complex (ASB9, CUL5, TCEB1, TCEB2)",Q96DX5
6269,DLL1-CTNNB1-CDH2 complex,O00548
6269,DLL1-CTNNB1-CDH2 complex,P19022
6269,DLL1-CTNNB1-CDH2 complex,P35222
6274,HEXA-HEXB complex,P06865
6274,HEXA-HEXB complex,P07686
6275,HEXB homodimer complex,P07686
6277,Rev1-Rev3-Rev7-Polkappa complex,O60673
6277,Rev1-Rev3-Rev7-Polkappa complex,Q9UBT6
